prison_name,baseline_cna,in_use_cna,operational_capacity,population,perc_pop_to_used_cna,perc_acc_available,date,source
Onley,742,682,682,679,1.0,0.92,2014-06-27,prison-population-monthly-June-2014.txt
Parc,1170,1170,1399,1378,1.18,1.0,2014-06-27,prison-population-monthly-June-2014.txt
Pentonville,915,915,1310,1321,1.44,1.0,2014-06-27,prison-population-monthly-June-2014.txt
Peterborough (Male & Female),840,827,1008,965,1.17,0.98,2014-06-27,prison-population-monthly-June-2014.txt
Portland,464,464,580,575,1.24,1.0,2014-06-27,prison-population-monthly-June-2014.txt
Preston,456,434,800,714,1.65,0.95,2014-06-27,prison-population-monthly-June-2014.txt
Ranby,893,892,1098,1088,1.22,1.0,2014-06-27,prison-population-monthly-June-2014.txt
Risley,1050,1050,1095,1083,1.03,1.0,2014-06-27,prison-population-monthly-June-2014.txt
Rochester,802,742,742,733,0.99,0.93,2014-06-27,prison-population-monthly-June-2014.txt
Rye Hill,600,600,625,541,0.9,1.0,2014-06-27,prison-population-monthly-June-2014.txt
Send,282,282,282,278,0.99,1.0,2014-06-27,prison-population-monthly-June-2014.txt
Stafford,741,741,741,735,0.99,1.0,2014-06-27,prison-population-monthly-June-2014.txt
Standford Hill (Sheppey),464,464,464,442,0.95,1.0,2014-06-27,prison-population-monthly-June-2014.txt
Stocken,768,768,843,838,1.09,1.0,2014-06-27,prison-population-monthly-June-2014.txt
Stoke Heath,650,582,642,637,1.09,0.9,2014-06-27,prison-population-monthly-June-2014.txt
Styal,454,445,460,440,0.99,0.98,2014-06-27,prison-population-monthly-June-2014.txt
Sudbury,581,581,600,574,0.99,1.0,2014-06-27,prison-population-monthly-June-2014.txt
Swaleside (Sheppey),1112,1112,1112,1110,1.0,1.0,2014-06-27,prison-population-monthly-June-2014.txt
Swansea,250,242,455,451,1.86,0.97,2014-06-27,prison-population-monthly-June-2014.txt
Swinfen Hall,604,544,594,592,1.09,0.9,2014-06-27,prison-population-monthly-June-2014.txt
Thameside,600,600,900,886,1.48,1.0,2014-06-27,prison-population-monthly-June-2014.txt
Thorn Cross,331,331,331,325,0.98,1.0,2014-06-27,prison-population-monthly-June-2014.txt
Usk / Prescoed,378,378,523,483,1.28,1.0,2014-06-27,prison-population-monthly-June-2014.txt
Verne,570,294,294,239,0.81,0.52,2014-06-27,prison-population-monthly-June-2014.txt
Wakefield,751,749,749,736,0.98,1.0,2014-06-27,prison-population-monthly-June-2014.txt
Wandsworth,963,943,1628,1623,1.72,0.98,2014-06-27,prison-population-monthly-June-2014.txt
Warren Hill,244,195,195,164,0.84,0.8,2014-06-27,prison-population-monthly-June-2014.txt
Wayland,958,934,1001,997,1.07,0.97,2014-06-27,prison-population-monthly-June-2014.txt
Wealstun,810,785,807,799,1.02,0.97,2014-06-27,prison-population-monthly-June-2014.txt
Werrington,160,160,160,107,0.67,1.0,2014-06-27,prison-population-monthly-June-2014.txt
Wetherby,396,276,276,204,0.74,0.7,2014-06-27,prison-population-monthly-June-2014.txt
Whatton,775,769,841,834,1.08,0.99,2014-06-27,prison-population-monthly-June-2014.txt
Whitemoor,473,458,458,457,1.0,0.97,2014-06-27,prison-population-monthly-June-2014.txt
Winchester,499,499,685,682,1.37,1.0,2014-06-27,prison-population-monthly-June-2014.txt
Woodhill,660,660,819,810,1.23,1.0,2014-06-27,prison-population-monthly-June-2014.txt
Wormwood Scrubs,1170,1170,1279,1258,1.08,1.0,2014-06-27,prison-population-monthly-June-2014.txt
Wymott,1102,1038,1111,1100,1.06,0.94,2014-06-27,prison-population-monthly-June-2014.txt
Sub total,77473,75054,87526,84684,1.13,0.97,2014-06-27,prison-population-monthly-June-2014.txt
Dover (IRC),401,401,401,365,0.91,1.0,2014-06-27,prison-population-monthly-June-2014.txt
Haslar (IRC),170,170,170,163,0.96,1.0,2014-06-27,prison-population-monthly-June-2014.txt
Morton Hall (IRC),392,392,392,370,0.94,1.0,2014-06-27,prison-population-monthly-June-2014.txt
Sub total,963,963,963,898,0.93,1.0,2014-06-27,prison-population-monthly-June-2014.txt
Total,78436,76017,86489,85582,1.13,0.97,2014-06-27,prison-population-monthly-June-2014.txt
Altcourse,794,794,1204,1180,1.49,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Ashfield,407,407,383,259,0.64,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Askham Grange,150,126,128,121,0.96,0.84,2012-03-30,prison-population-monthly-mar2012.txt
Aylesbury,436,424,444,434,1.02,0.97,2012-03-30,prison-population-monthly-mar2012.txt
Bedford,322,322,506,477,1.48,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Belmarsh,800,800,957,879,1.1,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Birmingham,1093,1093,1450,1468,1.34,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Blantyre House,122,122,122,121,0.99,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Blundeston,481,469,514,505,1.08,0.98,2012-03-30,prison-population-monthly-mar2012.txt
Brinsford,545,545,577,560,1.03,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Bristol,427,427,648,608,1.42,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Brixton,530,525,798,758,1.44,0.99,2012-03-30,prison-population-monthly-mar2012.txt
Bronzefield,527,527,527,494,0.94,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Buckley Hall,410,410,445,444,1.08,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Bullingdon,879,879,1114,1081,1.23,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Bullwood Hall,222,222,241,233,1.05,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Bure,503,503,523,510,1.01,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Canterbury,195,195,314,302,1.55,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Cardiff,554,539,814,814,1.51,0.97,2012-03-30,prison-population-monthly-mar2012.txt
Channings Wood,698,698,751,744,1.07,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Chelmsford,554,554,752,739,1.33,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Coldingley,493,493,513,507,1.03,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Cookham Wood,143,143,143,123,0.86,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Dartmoor,641,637,657,637,1.0,0.99,2012-03-30,prison-population-monthly-mar2012.txt
Deerbolt,513,513,513,465,0.91,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Doncaster,713,713,1145,1145,1.61,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Dorchester,210,148,271,235,1.59,0.7,2012-03-30,prison-population-monthly-mar2012.txt
Dovegate,1064,1060,1135,1119,1.06,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Downview,359,368,368,331,0.9,1.03,2012-03-30,prison-population-monthly-mar2012.txt
Drake Hall,315,315,315,304,0.97,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Durham,606,606,1017,922,1.52,1.0,2012-03-30,prison-population-monthly-mar2012.txt
East Sutton Park,98,98,100,96,0.98,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Eastwood Park,410,315,363,329,1.04,0.77,2012-03-30,prison-population-monthly-mar2012.txt
Elmley (Sheppey),943,943,1252,1221,1.29,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Everthorpe,603,603,689,671,1.11,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Exeter,325,317,561,527,1.66,0.98,2012-03-30,prison-population-monthly-mar2012.txt
Featherstone,671,671,687,680,1.01,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Feltham,762,762,762,673,0.88,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Ford,521,521,521,517,0.99,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Forest Bank,1064,1064,1364,1353,1.27,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Foston Hall,290,290,310,288,0.99,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Frankland,859,844,844,818,0.97,0.98,2012-03-30,prison-population-monthly-mar2012.txt
Full Sutton,604,596,608,609,1.02,0.99,2012-03-30,prison-population-monthly-mar2012.txt
Garth,811,811,846,839,1.03,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Gartree,677,677,677,678,1.0,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Glen Parva,649,649,808,745,1.15,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Gloucester,221,213,321,306,1.44,0.96,2012-03-30,prison-population-monthly-mar2012.txt
Grendon,251,238,238,220,0.92,0.95,2012-03-30,prison-population-monthly-mar2012.txt
Guys Marsh,520,452,509,491,1.09,0.87,2012-03-30,prison-population-monthly-mar2012.txt
Hatfield,260,266,266,260,0.98,1.02,2012-03-30,prison-population-monthly-mar2012.txt
Haverigg,622,622,644,630,1.01,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Hewell,1173,1003,1261,1232,1.23,0.86,2012-03-30,prison-population-monthly-mar2012.txt
High Down,999,999,1103,1100,1.1,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Highpoint (North and South),1299,1271,1335,1324,1.04,0.98,2012-03-30,prison-population-monthly-mar2012.txt
Hindley,506,506,506,304,0.6,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Hollesley Bay,371,371,371,366,0.99,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Holloway,540,533,591,543,1.02,0.99,2012-03-30,prison-population-monthly-mar2012.txt
Holme House,1034,1034,1212,1182,1.14,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Hull,723,723,1044,989,1.37,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Huntercombe,370,370,430,411,1.11,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Isis,478,478,622,613,1.28,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Isle of Wight,1578,1550,1698,1675,1.08,0.98,2012-03-30,prison-population-monthly-mar2012.txt
Kennet,175,175,342,338,1.93,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Kingston,199,199,200,199,1.0,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Kirkham,632,632,630,620,0.98,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Kirklevington Grange,283,283,283,282,1.0,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Lancaster Farms,480,480,530,485,1.01,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Leeds,826,786,1123,1109,1.41,0.95,2012-03-30,prison-population-monthly-mar2012.txt
Leicester,210,193,376,343,1.78,0.92,2012-03-30,prison-population-monthly-mar2012.txt
Lewes,624,616,742,667,1.08,0.99,2012-03-30,prison-population-monthly-mar2012.txt
Leyhill,528,528,528,512,0.97,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Lincoln,431,427,729,690,1.62,0.99,2012-03-30,prison-population-monthly-mar2012.txt
Lindholme,1054,1046,1026,990,0.95,0.99,2012-03-30,prison-population-monthly-mar2012.txt
Littlehey,1143,1143,1220,1177,1.03,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Liverpool,1190,1186,1462,1266,1.07,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Long Lartin,629,622,622,618,0.99,0.99,2012-03-30,prison-population-monthly-mar2012.txt
Low Newton,314,298,336,299,1.0,0.95,2012-03-30,prison-population-monthly-mar2012.txt
Lowdham Grange,900,900,920,866,0.96,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Maidstone,565,565,600,596,1.05,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Manchester,965,917,1256,1196,1.3,0.95,2012-03-30,prison-population-monthly-mar2012.txt
Moorland,943,943,1006,925,0.98,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Mount,747,747,786,780,1.04,1.0,2012-03-30,prison-population-monthly-mar2012.txt
New Hall,395,392,446,365,0.93,0.99,2012-03-30,prison-population-monthly-mar2012.txt
North Sea Camp,378,350,390,378,1.08,0.93,2012-03-30,prison-population-monthly-mar2012.txt
Northallerton,146,146,252,237,1.62,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Northumberland,1354,1297,1348,1314,1.01,0.96,2012-03-30,prison-population-monthly-mar2012.txt
Norwich,623,623,769,751,1.21,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Nottingham,723,723,1060,1041,1.44,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Onley,742,742,742,717,0.97,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Parc,1170,1170,1474,1452,1.24,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Pentonville,915,915,1310,1272,1.39,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Peterborough (Female),360,360,384,357,0.99,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Peterborough (Male),480,480,624,595,1.24,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Portland,464,464,505,486,1.05,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Prescoed,199,199,230,228,1.15,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Preston,455,455,826,741,1.63,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Ranby,893,892,1098,1077,1.21,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Reading,190,190,320,255,1.34,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Risley,1050,1050,1095,1084,1.03,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Rochester,756,584,562,546,0.93,0.77,2012-03-30,prison-population-monthly-mar2012.txt
Rye Hill,600,600,625,613,1.02,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Send,282,282,282,261,0.93,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Shepton Mallet / Erlestoke,659,659,683,669,1.02,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Shrewsbury,182,170,340,335,1.97,0.93,2012-03-30,prison-population-monthly-mar2012.txt
Spring Hill,334,314,315,311,0.99,0.94,2012-03-30,prison-population-monthly-mar2012.txt
Stafford,741,741,741,731,0.99,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Standford Hill (Sheppey),464,464,464,462,1.0,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Stocken,967,967,1056,1041,1.08,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Stoke Heath,634,634,750,685,1.08,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Styal,461,450,459,438,0.97,0.98,2012-03-30,prison-population-monthly-mar2012.txt
Sudbury,581,581,581,577,0.99,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Swaleside (Sheppey),1112,1112,1112,1102,0.99,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Swansea,248,240,445,444,1.85,0.97,2012-03-30,prison-population-monthly-mar2012.txt
Swinfen Hall,604,604,654,639,1.06,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Thameside,600,100,100,50,0.5,0.17,2012-03-30,prison-population-monthly-mar2012.txt
Thorn Cross,322,322,322,303,0.94,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Usk,153,153,266,263,1.72,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Verne,572,572,607,595,1.04,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Wakefield,751,749,749,741,0.99,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Wandsworth,1101,730,1284,1231,1.69,0.66,2012-03-30,prison-population-monthly-mar2012.txt
Warren Hill,244,192,192,145,0.76,0.79,2012-03-30,prison-population-monthly-mar2012.txt
Wayland,958,958,1031,1023,1.07,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Wealstun,810,810,832,812,1.0,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Wellingborough,638,580,588,581,1.0,0.91,2012-03-30,prison-population-monthly-mar2012.txt
Werrington,160,160,160,132,0.83,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Wetherby,396,376,376,341,0.91,0.95,2012-03-30,prison-population-monthly-mar2012.txt
Whatton,779,776,841,839,1.08,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Whitemoor,473,458,458,453,0.99,0.97,2012-03-30,prison-population-monthly-mar2012.txt
Winchester,499,499,706,682,1.37,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Wolds,320,320,360,351,1.1,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Woodhill,661,656,829,804,1.23,0.99,2012-03-30,prison-population-monthly-mar2012.txt
Wormwood Scrubs,1176,1051,1254,1199,1.14,0.89,2012-03-30,prison-population-monthly-mar2012.txt
Wymott,1102,1102,1176,1164,1.06,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Sub total,79653,77467,90622,87080,0.96,0.97,2012-03-30,prison-population-monthly-mar2012.txt
Dover (IRC),316,316,316,292,0.92,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Haslar (IRC),160,160,160,149,0.93,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Morton Hall (IRC),392,392,392,347,0.89,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Sub total,868,868,868,788,0.91,1.0,2012-03-30,prison-population-monthly-mar2012.txt
Total,80521,78335,89490,87868,0.96,0.97,2012-03-30,prison-population-monthly-mar2012.txt
Altcourse,794,794,1204,1156,1.46,1.0,2012-05-25,prison-population-monthly-may2012.txt
Ashfield,407,407,360,244,0.6,1.0,2012-05-25,prison-population-monthly-may2012.txt
Askham Grange,150,126,128,124,0.98,0.84,2012-05-25,prison-population-monthly-may2012.txt
Aylesbury,436,424,444,428,1.01,0.97,2012-05-25,prison-population-monthly-may2012.txt
Bedford,322,322,506,458,1.42,1.0,2012-05-25,prison-population-monthly-may2012.txt
Belmarsh,800,800,885,795,0.99,1.0,2012-05-25,prison-population-monthly-may2012.txt
Birmingham,1093,1093,1450,1430,1.31,1.0,2012-05-25,prison-population-monthly-may2012.txt
Blantyre House,122,122,122,121,0.99,1.0,2012-05-25,prison-population-monthly-may2012.txt
Blundeston,481,469,514,503,1.07,0.98,2012-05-25,prison-population-monthly-may2012.txt
Brinsford,545,545,577,547,1.0,1.0,2012-05-25,prison-population-monthly-may2012.txt
Bristol,427,427,648,633,1.48,1.0,2012-05-25,prison-population-monthly-may2012.txt
Brixton,530,525,798,581,1.11,0.99,2012-05-25,prison-population-monthly-may2012.txt
Bronzefield,527,527,527,515,0.98,1.0,2012-05-25,prison-population-monthly-may2012.txt
Buckley Hall,410,410,445,442,1.08,1.0,2012-05-25,prison-population-monthly-may2012.txt
Bullingdon,879,879,1114,1103,1.25,1.0,2012-05-25,prison-population-monthly-may2012.txt
Bullwood Hall,222,222,241,234,1.05,1.0,2012-05-25,prison-population-monthly-may2012.txt
Bure,503,503,523,523,1.04,1.0,2012-05-25,prison-population-monthly-may2012.txt
Canterbury,195,195,314,297,1.52,1.0,2012-05-25,prison-population-monthly-may2012.txt
Cardiff,554,539,814,807,1.5,0.97,2012-05-25,prison-population-monthly-may2012.txt
Channings Wood,698,698,751,737,1.06,1.0,2012-05-25,prison-population-monthly-may2012.txt
Chelmsford,554,554,752,700,1.26,1.0,2012-05-25,prison-population-monthly-may2012.txt
Coldingley,493,493,513,511,1.04,1.0,2012-05-25,prison-population-monthly-may2012.txt
Cookham Wood,143,143,143,121,0.85,1.0,2012-05-25,prison-population-monthly-may2012.txt
Dartmoor,641,637,657,625,0.98,0.99,2012-05-25,prison-population-monthly-may2012.txt
Deerbolt,513,513,513,446,0.87,1.0,2012-05-25,prison-population-monthly-may2012.txt
Doncaster,743,743,1145,1105,1.49,1.0,2012-05-25,prison-population-monthly-may2012.txt
Dorchester,148,148,271,237,1.6,1.0,2012-05-25,prison-population-monthly-may2012.txt
Dovegate,1064,1060,1135,1117,1.05,1.0,2012-05-25,prison-population-monthly-may2012.txt
Downview,359,368,368,324,0.88,1.03,2012-05-25,prison-population-monthly-may2012.txt
Drake Hall,315,315,315,301,0.96,1.0,2012-05-25,prison-population-monthly-may2012.txt
Durham,606,606,1017,904,1.49,1.0,2012-05-25,prison-population-monthly-may2012.txt
East Sutton Park,98,98,100,96,0.98,1.0,2012-05-25,prison-population-monthly-may2012.txt
Eastwood Park,410,315,363,330,1.05,0.77,2012-05-25,prison-population-monthly-may2012.txt
Elmley (Sheppey),943,943,1252,1215,1.29,1.0,2012-05-25,prison-population-monthly-may2012.txt
Everthorpe,603,603,689,667,1.11,1.0,2012-05-25,prison-population-monthly-may2012.txt
Exeter,325,317,561,494,1.56,0.98,2012-05-25,prison-population-monthly-may2012.txt
Featherstone,671,671,687,681,1.01,1.0,2012-05-25,prison-population-monthly-may2012.txt
Feltham,762,762,762,648,0.85,1.0,2012-05-25,prison-population-monthly-may2012.txt
Ford,521,521,521,512,0.98,1.0,2012-05-25,prison-population-monthly-may2012.txt
Forest Bank,1064,1064,1364,1316,1.24,1.0,2012-05-25,prison-population-monthly-may2012.txt
Foston Hall,290,290,310,291,1.0,1.0,2012-05-25,prison-population-monthly-may2012.txt
Frankland,859,823,823,809,0.98,0.96,2012-05-25,prison-population-monthly-may2012.txt
Full Sutton,604,596,608,609,1.02,0.99,2012-05-25,prison-population-monthly-may2012.txt
Garth,811,811,846,824,1.02,1.0,2012-05-25,prison-population-monthly-may2012.txt
Gartree,677,677,677,671,0.99,1.0,2012-05-25,prison-population-monthly-may2012.txt
Glen Parva,649,649,808,686,1.06,1.0,2012-05-25,prison-population-monthly-may2012.txt
Gloucester,221,213,321,288,1.35,0.96,2012-05-25,prison-population-monthly-may2012.txt
Grendon,251,238,238,222,0.93,0.95,2012-05-25,prison-population-monthly-may2012.txt
Guys Marsh,520,452,509,495,1.1,0.87,2012-05-25,prison-population-monthly-may2012.txt
Hatfield,266,266,266,260,0.98,1.0,2012-05-25,prison-population-monthly-may2012.txt
Haverigg,622,622,644,638,1.03,1.0,2012-05-25,prison-population-monthly-may2012.txt
Hewell,1003,1003,1261,1177,1.17,1.0,2012-05-25,prison-population-monthly-may2012.txt
High Down,999,999,1103,1105,1.11,1.0,2012-05-25,prison-population-monthly-may2012.txt
Highpoint (North and South),1299,1271,1335,1292,1.02,0.98,2012-05-25,prison-population-monthly-may2012.txt
Hindley,506,506,506,274,0.54,1.0,2012-05-25,prison-population-monthly-may2012.txt
Hollesley Bay,371,371,371,366,0.99,1.0,2012-05-25,prison-population-monthly-may2012.txt
Holloway,540,533,591,546,1.02,0.99,2012-05-25,prison-population-monthly-may2012.txt
Holme House,1034,1034,1212,1102,1.07,1.0,2012-05-25,prison-population-monthly-may2012.txt
Hull,723,723,1044,922,1.28,1.0,2012-05-25,prison-population-monthly-may2012.txt
Huntercombe,370,370,430,387,1.05,1.0,2012-05-25,prison-population-monthly-may2012.txt
Isis,478,478,622,590,1.23,1.0,2012-05-25,prison-population-monthly-may2012.txt
Isle of Wight,1578,1550,1698,1648,1.06,0.98,2012-05-25,prison-population-monthly-may2012.txt
Kennet,175,175,342,339,1.94,1.0,2012-05-25,prison-population-monthly-may2012.txt
Kingston,199,199,200,199,1.0,1.0,2012-05-25,prison-population-monthly-may2012.txt
Kirkham,632,632,630,625,0.99,1.0,2012-05-25,prison-population-monthly-may2012.txt
Kirklevington Grange,283,283,283,281,0.99,1.0,2012-05-25,prison-population-monthly-may2012.txt
Lancaster Farms,480,480,530,477,0.99,1.0,2012-05-25,prison-population-monthly-may2012.txt
Leeds,826,786,1123,1069,1.36,0.95,2012-05-25,prison-population-monthly-may2012.txt
Leicester,210,193,400,333,1.73,0.92,2012-05-25,prison-population-monthly-may2012.txt
Lewes,624,624,722,631,1.01,1.0,2012-05-25,prison-population-monthly-may2012.txt
Leyhill,527,527,527,508,0.96,1.0,2012-05-25,prison-population-monthly-may2012.txt
Lincoln,431,427,729,640,1.5,0.99,2012-05-25,prison-population-monthly-may2012.txt
Lindholme,1054,1054,1106,1019,0.97,1.0,2012-05-25,prison-population-monthly-may2012.txt
Littlehey,1143,1143,1220,1183,1.03,1.0,2012-05-25,prison-population-monthly-may2012.txt
Liverpool,1190,1186,1462,1243,1.05,1.0,2012-05-25,prison-population-monthly-may2012.txt
Long Lartin,629,622,622,616,0.99,0.99,2012-05-25,prison-population-monthly-may2012.txt
Low Newton,314,298,336,310,1.04,0.95,2012-05-25,prison-population-monthly-may2012.txt
Lowdham Grange,900,900,920,916,1.02,1.0,2012-05-25,prison-population-monthly-may2012.txt
Maidstone,565,565,600,591,1.05,1.0,2012-05-25,prison-population-monthly-may2012.txt
Manchester,965,917,1238,1152,1.26,0.95,2012-05-25,prison-population-monthly-may2012.txt
Moorland,943,943,1006,957,1.01,1.0,2012-05-25,prison-population-monthly-may2012.txt
Mount,747,747,786,781,1.05,1.0,2012-05-25,prison-population-monthly-may2012.txt
New Hall,395,392,446,340,0.87,0.99,2012-05-25,prison-population-monthly-may2012.txt
North Sea Camp,378,350,390,376,1.07,0.93,2012-05-25,prison-population-monthly-may2012.txt
Northallerton,146,146,252,239,1.64,1.0,2012-05-25,prison-population-monthly-may2012.txt
Northumberland,1354,1297,1348,1290,0.99,0.96,2012-05-25,prison-population-monthly-may2012.txt
Norwich,623,623,769,757,1.22,1.0,2012-05-25,prison-population-monthly-may2012.txt
Nottingham,723,723,1060,1048,1.45,1.0,2012-05-25,prison-population-monthly-may2012.txt
Oakwood,492,160,160,93,0.58,0.33,2012-05-25,prison-population-monthly-may2012.txt
Onley,742,742,742,693,0.93,1.0,2012-05-25,prison-population-monthly-may2012.txt
Parc,1170,1170,1474,1455,1.24,1.0,2012-05-25,prison-population-monthly-may2012.txt
Pentonville,915,915,1310,1223,1.34,1.0,2012-05-25,prison-population-monthly-may2012.txt
Peterborough (Female),360,360,384,359,1.0,1.0,2012-05-25,prison-population-monthly-may2012.txt
Peterborough (Male),480,480,624,598,1.25,1.0,2012-05-25,prison-population-monthly-may2012.txt
Portland,464,464,505,486,1.05,1.0,2012-05-25,prison-population-monthly-may2012.txt
Prescoed,199,199,230,219,1.1,1.0,2012-05-25,prison-population-monthly-may2012.txt
Preston,455,455,842,738,1.62,1.0,2012-05-25,prison-population-monthly-may2012.txt
Ranby,893,892,1098,1079,1.21,1.0,2012-05-25,prison-population-monthly-may2012.txt
Reading,190,190,320,240,1.26,1.0,2012-05-25,prison-population-monthly-may2012.txt
Risley,1050,1050,1095,1072,1.02,1.0,2012-05-25,prison-population-monthly-may2012.txt
Rochester,756,658,610,545,0.83,0.87,2012-05-25,prison-population-monthly-may2012.txt
Rye Hill,600,600,625,615,1.03,1.0,2012-05-25,prison-population-monthly-may2012.txt
Send,282,262,262,259,0.99,0.93,2012-05-25,prison-population-monthly-may2012.txt
Shepton Mallet / Erlestoke,659,659,683,673,1.02,1.0,2012-05-25,prison-population-monthly-may2012.txt
Shrewsbury,182,170,340,336,1.98,0.93,2012-05-25,prison-population-monthly-may2012.txt
Spring Hill,334,314,315,300,0.96,0.94,2012-05-25,prison-population-monthly-may2012.txt
Stafford,741,741,741,738,1.0,1.0,2012-05-25,prison-population-monthly-may2012.txt
Standford Hill (Sheppey),464,464,464,461,0.99,1.0,2012-05-25,prison-population-monthly-may2012.txt
Stocken,967,967,1056,1026,1.06,1.0,2012-05-25,prison-population-monthly-may2012.txt
Stoke Heath,634,634,750,663,1.05,1.0,2012-05-25,prison-population-monthly-may2012.txt
Styal,461,450,459,439,0.98,0.98,2012-05-25,prison-population-monthly-may2012.txt
Sudbury,581,581,581,576,0.99,1.0,2012-05-25,prison-population-monthly-may2012.txt
Swaleside (Sheppey),1112,1112,1112,1085,0.98,1.0,2012-05-25,prison-population-monthly-may2012.txt
Swansea,248,240,445,438,1.83,0.97,2012-05-25,prison-population-monthly-may2012.txt
Swinfen Hall,604,604,654,631,1.04,1.0,2012-05-25,prison-population-monthly-may2012.txt
Thameside,600,580,580,483,0.83,0.97,2012-05-25,prison-population-monthly-may2012.txt
Thorn Cross,322,322,322,294,0.91,1.0,2012-05-25,prison-population-monthly-may2012.txt
