prison_name,baseline_cna,in_use_cna,operational_capacity,population,perc_pop_to_used_cna,perc_acc_available,date,source
Aylesbury,410,410,444,368,0.9,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Bedford,322,322,506,443,1.38,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Belmarsh,781,781,906,887,1.14,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Birmingham,1093,1093,1450,1444,1.32,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Brinsford,545,423,455,331,0.78,0.78,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Bristol,425,407,614,604,1.48,0.96,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Brixton,528,528,810,802,1.52,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Bronzefield,527,527,527,514,0.98,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Buckley Hall,409,409,455,452,1.11,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Bullingdon,869,869,1114,1098,1.26,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Bure,604,604,643,642,1.06,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Cardiff,539,539,820,795,1.47,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Channings Wood,698,698,724,715,1.02,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Chelmsford,551,551,745,725,1.32,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Coldingley,493,493,521,518,1.05,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Cookham Wood,188,188,188,152,0.81,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Dartmoor,642,640,640,638,1.0,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Deerbolt,513,513,513,400,0.78,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Doncaster,738,738,995,992,1.34,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Dovegate,1064,1060,1133,1102,1.04,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Drake Hall,340,340,340,318,0.94,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Durham,595,595,996,928,1.56,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
East Sutton Park,100,100,100,90,0.9,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Eastwood Park,410,315,363,336,1.07,0.77,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Elmley (Sheppey),943,943,1175,1151,1.22,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Erlestoke,494,494,524,523,1.06,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Exeter,326,318,561,511,1.61,0.98,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Featherstone,671,671,703,689,1.03,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Feltham,768,560,560,503,0.9,0.73,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Ford,521,506,524,501,0.99,0.97,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Forest Bank,1064,1064,1460,1426,1.34,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Foston Hall,303,303,345,304,1.0,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Frankland,859,844,844,823,0.98,0.98,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Full Sutton,604,596,616,584,0.98,0.99,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Garth,810,810,845,818,1.01,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Gartree,708,708,708,693,0.98,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Glen Parva,637,519,648,509,0.98,0.81,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Grendon / Springhill,586,568,568,537,0.95,0.97,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Guys Marsh,518,518,579,569,1.1,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Hatfield,390,310,310,302,0.97,0.79,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Haverigg,622,622,654,640,1.03,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Hewell,1018,1018,1279,1246,1.22,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
High Down,999,999,1163,1147,1.15,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Highpoint (North and South),1299,1274,1300,1292,1.01,0.98,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Hindley,524,510,558,496,0.97,0.97,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Hollesley Bay,437,387,387,383,0.99,0.89,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Holloway,540,533,591,544,1.02,0.99,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Holme House,1036,1036,1230,1221,1.18,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Hull,723,723,1056,1038,1.44,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Humber,947,947,1062,1045,1.1,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Huntercombe,370,307,430,421,1.37,0.83,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Isis,478,478,628,619,1.29,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Isle of Wight,1075,946,1059,1048,1.11,0.88,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Kennet,175,175,342,317,1.81,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Kirkham,657,657,657,615,0.94,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Kirklevington Grange,283,283,283,277,0.98,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Lancaster Farms,495,495,549,526,1.06,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Leeds,669,669,1219,1166,1.74,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Leicester,214,214,411,331,1.55,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Lewes,617,617,692,653,1.06,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Leyhill,515,515,515,508,0.99,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Lincoln,408,403,729,611,1.52,0.99,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Lindholme,924,916,1002,1002,1.09,0.99,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Littlehey,1154,1153,1219,1214,1.05,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Liverpool,1173,1101,1386,1153,1.05,0.94,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Long Lartin,625,625,625,617,0.99,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Low Newton,314,306,344,293,0.96,0.97,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Lowdham Grange,900,900,920,916,1.02,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Maidstone,565,565,600,591,1.05,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Manchester,965,965,1286,976,1.01,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Moorland,943,943,1006,987,1.05,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Mount,1008,1008,1028,1019,1.01,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
New Hall,392,371,425,349,0.94,0.95,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
North Sea Camp,420,420,420,326,0.78,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Northumberland,1348,1348,1348,1324,0.98,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Norwich,626,626,775,716,1.14,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Nottingham,723,723,1060,1041,1.44,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Oakwood,1605,1605,1605,1599,1.0,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Onley,742,742,742,740,1.0,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Parc,1557,1557,1723,1673,1.07,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Pentonville,906,906,1316,1308,1.44,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Peterborough (Male & Female),1132,1119,1276,1225,1.09,0.99,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Portland,464,464,531,506,1.09,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Preston,455,455,841,695,1.53,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Ranby,893,772,978,958,1.24,0.86,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Risley,1050,1050,1115,1114,1.06,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Rochester,802,742,753,751,1.01,0.93,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Rye Hill,600,600,625,619,1.03,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Send,282,282,282,278,0.99,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Stafford,741,741,751,751,1.01,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Standford Hill (Sheppey),464,464,464,460,0.99,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Stocken,768,648,713,693,1.07,0.84,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Stoke Heath,662,662,782,760,1.15,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Styal,479,470,485,456,0.97,0.98,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Sudbury,581,581,581,429,0.74,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Swaleside (Sheppey),1112,1112,1112,1109,1.0,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
Swansea,271,271,504,442,1.63,1.0,2015-10-30,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/476807/prison-population-october-2015.rtf
